doc_id,sentence_id,matched_form,context,start_char,end_char,cluster,umap1,umap2,dist_to_cluster_0,dist_to_cluster_1,dist_to_cluster_2
A06786.txt,3764,price,"B. calleth unto him a Broker of Exchanges, and telleth him, that he hath occasion to take up one thousand ducats for Venice, and that he is to make over the said money for Antuerpe, and will know the price for both places: the Broker answereth, that he will effect the same, and that the price of Venice is fifty and six pence for the ducat, and for Antuerpe thirty and three shillings Flemish for the pound sterling: and presently after he cometh to A.B. the Merchant again, and telleth him, that C.D. the Merchant is contented to deliver him the thousand ducats for Venice, and to take up the same for him again for Antuerpe either at the same prices, or thereabouts.",200,205,0,-2.8080475,0.70254034,6.718291,7.5042405,7.5113344
A06786.txt,3764,price,"B. calleth unto him a Broker of Exchanges, and telleth him, that he hath occasion to take up one thousand ducats for Venice, and that he is to make over the said money for Antuerpe, and will know the price for both places: the Broker answereth, that he will effect the same, and that the price of Venice is fifty and six pence for the ducat, and for Antuerpe thirty and three shillings Flemish for the pound sterling: and presently after he cometh to A.B. the Merchant again, and telleth him, that C.D. the Merchant is contented to deliver him the thousand ducats for Venice, and to take up the same for him again for Antuerpe either at the same prices, or thereabouts.",288,293,0,-3.3515377,0.5495501,6.362522,6.8447576,6.8571124
A06786.txt,3764,prices,"B. calleth unto him a Broker of Exchanges, and telleth him, that he hath occasion to take up one thousand ducats for Venice, and that he is to make over the said money for Antuerpe, and will know the price for both places: the Broker answereth, that he will effect the same, and that the price of Venice is fifty and six pence for the ducat, and for Antuerpe thirty and three shillings Flemish for the pound sterling: and presently after he cometh to A.B. the Merchant again, and telleth him, that C.D. the Merchant is contented to deliver him the thousand ducats for Venice, and to take up the same for him again for Antuerpe either at the same prices, or thereabouts.",646,652,0,10.596363,7.1160936,10.29243,11.568828,11.76564
A06786.txt,3779,price,"Many Merchants trafficking only in Exchanges become good observers, and as ingenious as the Bankers themselves, according to the Adage Fabricando fabri fimus, whereby they know the variation of their Compass, and the points to direct their course by, observing the Accidental causes of great payments of moneys to be made in some places, and of employment to be made upon commodities in some other places, or the scarcity of money for some places, and the plenty for other places, or the generality of both, calling it as the Spaniards say La placa e●●a larga lo estrecha, The exchange or place is straight or plenteous; so that those Merchants (running with the stream) can make their Exchanges beneficial unto themselves, and that without Stock or Capital of their own; but merely by taking up money for one place, and delivering the same for another place, at an undervalue in the price of Exchange: sending many times the moneys in specie, which have been taken up by Exchange, when the same doth yield more than the price at which they took up the same; as in our precedent Treatise hath been declared more amply.",884,889,1,-4.156855,-0.20159541,7.1860943,6.5975676,6.607179
A06786.txt,3779,price,"Many Merchants trafficking only in Exchanges become good observers, and as ingenious as the Bankers themselves, according to the Adage Fabricando fabri fimus, whereby they know the variation of their Compass, and the points to direct their course by, observing the Accidental causes of great payments of moneys to be made in some places, and of employment to be made upon commodities in some other places, or the scarcity of money for some places, and the plenty for other places, or the generality of both, calling it as the Spaniards say La placa e●●a larga lo estrecha, The exchange or place is straight or plenteous; so that those Merchants (running with the stream) can make their Exchanges beneficial unto themselves, and that without Stock or Capital of their own; but merely by taking up money for one place, and delivering the same for another place, at an undervalue in the price of Exchange: sending many times the moneys in specie, which have been taken up by Exchange, when the same doth yield more than the price at which they took up the same; as in our precedent Treatise hath been declared more amply.",1021,1026,0,-1.922874,1.2637783,6.396471,7.3402905,7.352164
A06786.txt,3785,prices,"Ten thousand Ducats were taken up at Antuerp for Venice, at Usance of two months at several prices of 113 ½ pence, 114 pence, and 115 ½ pence for the Ducat, being the Medium or one with another at 115 pence, made Flemish money R. 4791 13 4 These R. 4791 — 13 — 4, Example of Exchanges and Rechanges of moneys. were made over for London at Usance being one month, at diverse prices, whereof the Medium was 32 shillings four pence, and made 2875 ll 0 ss 0 d These R. 2875 sterling being received, and Factoridge, Brokeridge, and port of letters deducted, remained 2860 ll, which were made over for Antuerp again at several prices, and the Medium was 34 ss 2 ½ d. 4894 ll 15 10 The ten thousand Ducats at Venice were taken up for Frankford, at 130 Florins of 65 Creutzers, for 100 Ducats, whereunto Factoridge and Brokeridge added, it amounted to 13130 Dollars or Florins of sixty five Creutzers, and with Brokeridge and Factoridge at Frankford was Florins 13260 Flo. 0 ss 0 d The 4894 — 15 — 10 Flemish, received in Antuerp, were made over for Madrill in Spain at diverse prices, whereof the Medium was 106 pence for a Ducat of 375 Maluedeis to be paid in Bank at four months time, with five upon the thousand, and made Ducats 11132 Duc. 12 ss 6 d These 11132 Ducats, twelve shillings six pence of a Ducat, were made over from Madrill to Lixborne in Portugal, and deducting Factoridge and Brokeridge there remained 11010 Ducats of 440 Reas for every Ducat of 375 Maluedeis, or 11 Rials, is 4844 U 620 Vlas and Ducats 12111 Duc. 11 ss 0 d These 12111 Ducats or Crusats of Lixborne made over to Antuerp, Factoridge and Brokeridge deducted, remained 11990 Ducats, at 98 pence Flemish every Ducat or Crusat, was Flemish R. 4895 18 4 The 13260 Florins of Frankford, taken up for Antuerp at 81 pence R. 4530 10 0 R. 365 8 4 These moneys paid Brokeridge and Factoridge for Venice, and delivered for London, and for Madrill 38 — 2 — 4, which must be deducted R. 38 2 4 So there was advanced by industry with other men's moneys R. 327 6 0

WE have in the First Part of this Book made a description of Banks and Bankers, in regard of the payments and Exchanges made in Banks, for commodities bought and sold; and having in the precedent Chapters declared the four manner of Exchanges, and the merchandizing Exchange by denomination of it, to be the canker of England's Commonwealth; let us now entreat of the Feats of Bankers.",92,98,0,10.694985,7.288759,12.1404505,12.910049,13.029501
A06786.txt,3785,prices,"Ten thousand Ducats were taken up at Antuerp for Venice, at Usance of two months at several prices of 113 ½ pence, 114 pence, and 115 ½ pence for the Ducat, being the Medium or one with another at 115 pence, made Flemish money R. 4791 13 4 These R. 4791 — 13 — 4, Example of Exchanges and Rechanges of moneys. were made over for London at Usance being one month, at diverse prices, whereof the Medium was 32 shillings four pence, and made 2875 ll 0 ss 0 d These R. 2875 sterling being received, and Factoridge, Brokeridge, and port of letters deducted, remained 2860 ll, which were made over for Antuerp again at several prices, and the Medium was 34 ss 2 ½ d. 4894 ll 15 10 The ten thousand Ducats at Venice were taken up for Frankford, at 130 Florins of 65 Creutzers, for 100 Ducats, whereunto Factoridge and Brokeridge added, it amounted to 13130 Dollars or Florins of sixty five Creutzers, and with Brokeridge and Factoridge at Frankford was Florins 13260 Flo. 0 ss 0 d The 4894 — 15 — 10 Flemish, received in Antuerp, were made over for Madrill in Spain at diverse prices, whereof the Medium was 106 pence for a Ducat of 375 Maluedeis to be paid in Bank at four months time, with five upon the thousand, and made Ducats 11132 Duc. 12 ss 6 d These 11132 Ducats, twelve shillings six pence of a Ducat, were made over from Madrill to Lixborne in Portugal, and deducting Factoridge and Brokeridge there remained 11010 Ducats of 440 Reas for every Ducat of 375 Maluedeis, or 11 Rials, is 4844 U 620 Vlas and Ducats 12111 Duc. 11 ss 0 d These 12111 Ducats or Crusats of Lixborne made over to Antuerp, Factoridge and Brokeridge deducted, remained 11990 Ducats, at 98 pence Flemish every Ducat or Crusat, was Flemish R. 4895 18 4 The 13260 Florins of Frankford, taken up for Antuerp at 81 pence R. 4530 10 0 R. 365 8 4 These moneys paid Brokeridge and Factoridge for Venice, and delivered for London, and for Madrill 38 — 2 — 4, which must be deducted R. 38 2 4 So there was advanced by industry with other men's moneys R. 327 6 0

WE have in the First Part of this Book made a description of Banks and Bankers, in regard of the payments and Exchanges made in Banks, for commodities bought and sold; and having in the precedent Chapters declared the four manner of Exchanges, and the merchandizing Exchange by denomination of it, to be the canker of England's Commonwealth; let us now entreat of the Feats of Bankers.",374,380,0,10.685144,7.2982707,10.756811,11.786086,11.94354
A06786.txt,3785,prices,"Ten thousand Ducats were taken up at Antuerp for Venice, at Usance of two months at several prices of 113 ½ pence, 114 pence, and 115 ½ pence for the Ducat, being the Medium or one with another at 115 pence, made Flemish money R. 4791 13 4 These R. 4791 — 13 — 4, Example of Exchanges and Rechanges of moneys. were made over for London at Usance being one month, at diverse prices, whereof the Medium was 32 shillings four pence, and made 2875 ll 0 ss 0 d These R. 2875 sterling being received, and Factoridge, Brokeridge, and port of letters deducted, remained 2860 ll, which were made over for Antuerp again at several prices, and the Medium was 34 ss 2 ½ d. 4894 ll 15 10 The ten thousand Ducats at Venice were taken up for Frankford, at 130 Florins of 65 Creutzers, for 100 Ducats, whereunto Factoridge and Brokeridge added, it amounted to 13130 Dollars or Florins of sixty five Creutzers, and with Brokeridge and Factoridge at Frankford was Florins 13260 Flo. 0 ss 0 d The 4894 — 15 — 10 Flemish, received in Antuerp, were made over for Madrill in Spain at diverse prices, whereof the Medium was 106 pence for a Ducat of 375 Maluedeis to be paid in Bank at four months time, with five upon the thousand, and made Ducats 11132 Duc. 12 ss 6 d These 11132 Ducats, twelve shillings six pence of a Ducat, were made over from Madrill to Lixborne in Portugal, and deducting Factoridge and Brokeridge there remained 11010 Ducats of 440 Reas for every Ducat of 375 Maluedeis, or 11 Rials, is 4844 U 620 Vlas and Ducats 12111 Duc. 11 ss 0 d These 12111 Ducats or Crusats of Lixborne made over to Antuerp, Factoridge and Brokeridge deducted, remained 11990 Ducats, at 98 pence Flemish every Ducat or Crusat, was Flemish R. 4895 18 4 The 13260 Florins of Frankford, taken up for Antuerp at 81 pence R. 4530 10 0 R. 365 8 4 These moneys paid Brokeridge and Factoridge for Venice, and delivered for London, and for Madrill 38 — 2 — 4, which must be deducted R. 38 2 4 So there was advanced by industry with other men's moneys R. 327 6 0

WE have in the First Part of this Book made a description of Banks and Bankers, in regard of the payments and Exchanges made in Banks, for commodities bought and sold; and having in the precedent Chapters declared the four manner of Exchanges, and the merchandizing Exchange by denomination of it, to be the canker of England's Commonwealth; let us now entreat of the Feats of Bankers.",621,627,0,10.69569,7.3053083,11.244344,12.273218,12.412858
A06786.txt,3793,price,"The Banker doth make the price of Exchanges, with the correspondence of other Banks elsewhere at his pleasure and most advantage: The Exchanger hath no correspondence with other Bankers, but with his Factors and Servants is limited to deal honestly with all men.",25,30,0,-3.5922194,0.60815364,7.2863493,8.03431,8.135654
A06786.txt,3806,price,"To furnish their need of money that tarry the selling of their wares in any contract, until they make them come to their price.",121,126,0,-2.7800837,2.0076673,8.3419075,9.673103,9.725911
A06786.txt,3819,price,"Some men are of opinion, that the price of Exchanges are made by an indifferent course, because the Bankers at the time of the payments of Exchanges in the principal places (as Lions in France, Madrill and other places in Spain, Florence and Genoa in Italy, Bizanson, and other places elsewhere) have a meeting, and by certain tickets in writing every man doth deliver his opinion, what the price of Exchange ought to be for all places then exchanging for the next Fair, or time of payment.",34,39,1,-3.800787,0.35327113,7.0998545,6.486272,6.538963
A06786.txt,3819,price,"Some men are of opinion, that the price of Exchanges are made by an indifferent course, because the Bankers at the time of the payments of Exchanges in the principal places (as Lions in France, Madrill and other places in Spain, Florence and Genoa in Italy, Bizanson, and other places elsewhere) have a meeting, and by certain tickets in writing every man doth deliver his opinion, what the price of Exchange ought to be for all places then exchanging for the next Fair, or time of payment.",391,396,1,-3.849743,0.10750573,6.7800093,6.5599833,6.554775
A06786.txt,3821,price,"But these men are ignorant of the Bankers observations, for they all know how the plenty of money lieth by Exchanges, and they concur in making the price for their advantage, and so jump all to one end upon the imaginary moneys before declared, which maketh the main ocean of Exchanges, wherein the Exchanges of England are swallowed up as a little river or branch of the same, taking still advantage upon our fine moneys and staple wares to glut us with their foreign commodities at dear rates.",148,153,0,-2.1795235,1.3222748,6.94926,7.8543797,7.929352
A06786.txt,3823,price,"To this purpose, let us remember, that about seventy years past, between this realm and the Low-countries, many of their coins (although much differing in standards) did in the pound or mark weight, and in the very piece and price answer the coins of the kingdom, and did contain as much fine gold and silver as ours, Equal Exchange, or a true Par. and were also named and valued accordingly, whereby twenty shillings here made also twenty shillings with them, being a true Par.

ss ss 23 car. 3 ½ The angel at 10 The Emperors royal at 10 22 car. fine. 22 car.",225,230,0,-3.1502173,1.5095401,8.210084,9.3183775,9.365211
A06786.txt,3826,price,"English shilling 1 Flemish six stivers 1 Ten groats silver with the Emperors florin four pence. 3

All these coins are not answered in standard for weight and fineness, but are altered and enhanced by valuation to double and more, as you may find by the valuations heretofore declared: by means whereof inequality crept in by the rising and falling of the price of Exchange, wherein our Merchants have followed the advice of others, and lost the rule of Exchange, England lost the rule of Exchange. and do observe to raise the price here, when it is risen beyond the seas, and we fall in price, as they do fall; and so the public measure of Exchange between them and us is falsified and untrue, whereby our commodities are sold, and also foreign commodities are bought.",356,361,1,-4.298514,-0.24481046,8.817406,7.917724,7.9106717
A06786.txt,3826,price,"English shilling 1 Flemish six stivers 1 Ten groats silver with the Emperors florin four pence. 3

All these coins are not answered in standard for weight and fineness, but are altered and enhanced by valuation to double and more, as you may find by the valuations heretofore declared: by means whereof inequality crept in by the rising and falling of the price of Exchange, wherein our Merchants have followed the advice of others, and lost the rule of Exchange, England lost the rule of Exchange. and do observe to raise the price here, when it is risen beyond the seas, and we fall in price, as they do fall; and so the public measure of Exchange between them and us is falsified and untrue, whereby our commodities are sold, and also foreign commodities are bought.",527,532,1,-4.124067,0.713136,7.373237,7.1210613,7.0797896
A06786.txt,3826,price,"English shilling 1 Flemish six stivers 1 Ten groats silver with the Emperors florin four pence. 3

All these coins are not answered in standard for weight and fineness, but are altered and enhanced by valuation to double and more, as you may find by the valuations heretofore declared: by means whereof inequality crept in by the rising and falling of the price of Exchange, wherein our Merchants have followed the advice of others, and lost the rule of Exchange, England lost the rule of Exchange. and do observe to raise the price here, when it is risen beyond the seas, and we fall in price, as they do fall; and so the public measure of Exchange between them and us is falsified and untrue, whereby our commodities are sold, and also foreign commodities are bought.",588,593,0,0.014556577,-1.8048426,8.095178,8.580309,8.599902
A06786.txt,3827,price,"This may be illustrated by a similitude; for concerning the sale of our commodities, we do as much in effect, as if some Draper did sell his cloth at a certain price the yard, and suffered the buyer to measure out the same by the buyers own false yard: or like a Grocer that selleth out his pepper by the pound at a price agreed upon, and is contented that the buyer shall weigh it out by a weight which (unknown unto him) is false, and so loseth unawares, or getteth less than he made account of, because the fraud used in the weight and measure is unknown unto him.",160,165,0,-0.35197136,1.8911833,7.6479287,8.944103,8.9732895
A06786.txt,3827,price,"This may be illustrated by a similitude; for concerning the sale of our commodities, we do as much in effect, as if some Draper did sell his cloth at a certain price the yard, and suffered the buyer to measure out the same by the buyers own false yard: or like a Grocer that selleth out his pepper by the pound at a price agreed upon, and is contented that the buyer shall weigh it out by a weight which (unknown unto him) is false, and so loseth unawares, or getteth less than he made account of, because the fraud used in the weight and measure is unknown unto him.",316,321,0,-0.6899153,1.4643142,7.285783,8.594655,8.622599
A06786.txt,3829,price,"For there was never any thing by the wit of man so well devised, or so sure established, which in continuance of time hath not been corrupted: so that the matter of Exchange being made a merchandise, requireth this consideration for the reducing thereof to his first principle and foundation, which is the intrinsique value of coins of country and countries according to weight and fineness, albeit the price thereof in Exchange doth rise and fall according to scarcity or plenty of money, proceeding of the few or many deliverers and takers thereof in the course of traffic, not by commodities only, but also by Exchanges devised upon moneys, in nature of merchandise.",403,408,1,-4.5207214,0.90811324,5.729348,5.245848,5.2801127
A06786.txt,3841,price,"Now if we will consider things according to the rule aforesaid, it will plainly appear that the said fifteen upon the hundred gain, more than in England, are but imaginary, if the Exchange for moneys were reform: for let five of these royals of eight be bought in England for twenty two shillings, and be transported into Holland, and there buy commodities with the same (which is according as the price of them is enhanced, for as the money riseth in price, so doth the price of commodities) it may fall out the said Merchants should become losers by the commodities, so that the same cannot be termed Causa movens: But the Spanish Merchants, which cause their royals to be sent into Holland or Zealand, from Spain or from the Downs, rely wholly upon the Low-Exchange, whereby they are enabled to deliver there their money by Exchange at an undervalue, at thirty three shillings four pence Flemish and under, for our twenty shillings sterling, whereby the Kingdom maketh good unto them the said fifteen upon the hundreth, consisting between the price of forty two stivers, and fifty one stivers, which is almost eighteen pro hundreth.",398,403,1,-5.4163976,1.3251226,7.2487764,6.5862947,6.5799866
A06786.txt,3841,price,"Now if we will consider things according to the rule aforesaid, it will plainly appear that the said fifteen upon the hundred gain, more than in England, are but imaginary, if the Exchange for moneys were reform: for let five of these royals of eight be bought in England for twenty two shillings, and be transported into Holland, and there buy commodities with the same (which is according as the price of them is enhanced, for as the money riseth in price, so doth the price of commodities) it may fall out the said Merchants should become losers by the commodities, so that the same cannot be termed Causa movens: But the Spanish Merchants, which cause their royals to be sent into Holland or Zealand, from Spain or from the Downs, rely wholly upon the Low-Exchange, whereby they are enabled to deliver there their money by Exchange at an undervalue, at thirty three shillings four pence Flemish and under, for our twenty shillings sterling, whereby the Kingdom maketh good unto them the said fifteen upon the hundreth, consisting between the price of forty two stivers, and fifty one stivers, which is almost eighteen pro hundreth.",452,457,0,-0.029223341,-1.6444501,7.103805,7.2355747,7.2308817
A06786.txt,3841,price,"Now if we will consider things according to the rule aforesaid, it will plainly appear that the said fifteen upon the hundred gain, more than in England, are but imaginary, if the Exchange for moneys were reform: for let five of these royals of eight be bought in England for twenty two shillings, and be transported into Holland, and there buy commodities with the same (which is according as the price of them is enhanced, for as the money riseth in price, so doth the price of commodities) it may fall out the said Merchants should become losers by the commodities, so that the same cannot be termed Causa movens: But the Spanish Merchants, which cause their royals to be sent into Holland or Zealand, from Spain or from the Downs, rely wholly upon the Low-Exchange, whereby they are enabled to deliver there their money by Exchange at an undervalue, at thirty three shillings four pence Flemish and under, for our twenty shillings sterling, whereby the Kingdom maketh good unto them the said fifteen upon the hundreth, consisting between the price of forty two stivers, and fifty one stivers, which is almost eighteen pro hundreth.",471,476,1,-5.5753307,1.5591006,7.2580867,6.0899496,6.1061225
A06786.txt,3841,price,"Now if we will consider things according to the rule aforesaid, it will plainly appear that the said fifteen upon the hundred gain, more than in England, are but imaginary, if the Exchange for moneys were reform: for let five of these royals of eight be bought in England for twenty two shillings, and be transported into Holland, and there buy commodities with the same (which is according as the price of them is enhanced, for as the money riseth in price, so doth the price of commodities) it may fall out the said Merchants should become losers by the commodities, so that the same cannot be termed Causa movens: But the Spanish Merchants, which cause their royals to be sent into Holland or Zealand, from Spain or from the Downs, rely wholly upon the Low-Exchange, whereby they are enabled to deliver there their money by Exchange at an undervalue, at thirty three shillings four pence Flemish and under, for our twenty shillings sterling, whereby the Kingdom maketh good unto them the said fifteen upon the hundreth, consisting between the price of forty two stivers, and fifty one stivers, which is almost eighteen pro hundreth.",1046,1051,0,-2.7529395,3.1366055,7.4419165,8.254205,8.308514
A06786.txt,3847,price,"Howbeit at Hamborough, Stoade, and other places in Germany, the said Doller did remain still at thirty two shillings Lubish, or two marks: and as the said Doller did enhance in price, so did they in the Low-countrieses coin new stivers accordingly; sometimes lighter in weight, A great Fallacy. and at other times embased by Copper or Alloy, and yet in account the stiver did and doth remain the ground of all their moneys: but the said Doller holdeth his standard agreeable to the first Doller, called the Burgundian Doller with Saint Andrew's Cross, coined in the year 1567., which is in fineness ten ounces twelve penny weight of fine Silver: and four and one half of these Dollars were made equivolent to our twenty shillings sterling, as a public measure between us and the Low-countrieses, Germany, and other places where this Doller went currant, as you may observe in the precedent Chapters.",177,182,0,0.010351344,-1.2424821,7.0711403,8.016106,8.031741
A06786.txt,3848,price,"These Dollars have since been imitated and made by the States of the United Provinces in their several Mints, altering only the Arms of the several Provinces; as also by the Archduke Albertus in the reconciled Low Provinces, and the price of them at Hamborough, Stoad and other places was but advanced to one stiver or shilling Lubish more, that is to say, at thirty three shillings Lubish went, the same went in the Low-countrieses for forty five stivers, which made the diversity of the said Par of Exchanges of thirty three shillings four pence for the Low-countrieses, and twenty four shillings nine pence for Hamborough, In the Netherlands. being all one in substance.",233,238,0,-2.7587218,2.8755286,6.9765205,7.5351377,7.5064197
A06786.txt,3849,price,"This Doller is since that time (as I said) enhanced to fifty two stivers in the Low-countrieses, which maketh the price of Exchange above thirty eight shillings, or rather thirty nine shillings, and shall the Kingdom suffer this and not alter our price of Exchange accordingly, but be contented to take thirty four or thirty five shillings, and after that rate undersell all the commodities of the Realm ▪

In Germany.",114,119,1,-4.1036434,-0.20738491,6.5278506,6.009786,5.95299
A06786.txt,3849,price,"This Doller is since that time (as I said) enhanced to fifty two stivers in the Low-countrieses, which maketh the price of Exchange above thirty eight shillings, or rather thirty nine shillings, and shall the Kingdom suffer this and not alter our price of Exchange accordingly, but be contented to take thirty four or thirty five shillings, and after that rate undersell all the commodities of the Realm ▪

In Germany.",247,252,1,-4.121371,-0.23478195,6.6103888,6.153852,6.133977
A06786.txt,3852,price,"And although we have raised our price of Exchange, from twenty shillings nine pence, to thirty five shillings and thereabouts, shall we rest here and go no further?",32,37,0,-3.8710513,-0.12099793,6.7132616,7.511097,7.4934263
A06786.txt,3855,price,"The moneys in Christendom, which have their ebbing and flowing do show their operation upon commodities, The course of money and Exchange, are contraties in operation. maketh by plenty the price thereof dear, or by scarcity better cheap, as hath been noted: but Exchange hath a contrary means of working, for plenty of money maketh a low Exchange, and scarcity of money maketh a high Exchange and the price to rise, which is of great consideration; because it overruleth money and commodities, which never entered in the politic studies of Aristotle, Seneca, or Cicero, who were but in the infancy of Trade.",189,194,1,-4.5728955,0.87574947,7.0984435,6.794779,6.7719045
A06786.txt,3855,price,"The moneys in Christendom, which have their ebbing and flowing do show their operation upon commodities, The course of money and Exchange, are contraties in operation. maketh by plenty the price thereof dear, or by scarcity better cheap, as hath been noted: but Exchange hath a contrary means of working, for plenty of money maketh a low Exchange, and scarcity of money maketh a high Exchange and the price to rise, which is of great consideration; because it overruleth money and commodities, which never entered in the politic studies of Aristotle, Seneca, or Cicero, who were but in the infancy of Trade.",401,406,1,-4.865868,0.43500584,7.075052,6.833781,6.815137
A06786.txt,3857,price,"True it is that the Statute Laws of England have had a care hereof, but the remedies have been hitherto defective, by mistaking the Efficient cause thereof: which remedies may be distinguished three manner of ways.

1 First the Statute of employment for Merchant strangers, Commodity's made for three especial causes: 1 For the advancing of the price and sale of our native commodities: 2 To prevent the overbalancing of foreign commodities: 3 To preserve the monies within the Realm. 14.",345,350,1,-5.1198535,1.9065063,6.862917,6.762548,6.888966
A06786.txt,3859,prices,"Moneys ▪

11 The attendance of Searchers, Waiters, and other Officers.

12 The strict information in the Exchequer and other Courts.

13 The swearing of the Masters of Ships, for exportation of monies.

14 The reformation of the overheavinesse of our pound weight Troy in the Tower.

15 The overrichnesse of our sterling standard of moneys.

16 The alteration of the proportion between Gold and Silver.

17 The making of more prices out of the pound Troy by the Sheyre.

18 The enhancing of Silver and Gold Coins in price.

19 The embasing of moneys by Alloy or Copper.

20 The use of many standards of money, and reduced to two again.

21 The increasing of coinage money to hinder the exportation.

22 The prohibition to cull out heavy pieces to melt or transport.

23 The banishing of light Spanish money, and Gold to be melted.

24 The giving more for Bullion in the Mint.

25 The prohibition for Goldsmiths to buy Gold or Bullion.

26 The making of the principal foreign Coin currant in England.

27 The binding of Merchants to bring in Bullion.

28 The prohibition to pay Gold unto Merchant strangers.

29 The prohibition to take gains upon Coins.

30 The Bullion in the Mint to be delivered by weight, to restore by tale.

31 The enhancing of Gold and undervaluing of Silver.

32 The punishment of transporters in the Star-chamber by Fines.

33 Exchange.",426,432,0,10.37705,6.236502,10.586334,11.256645,11.4557495
A06786.txt,3859,price,"Moneys ▪

11 The attendance of Searchers, Waiters, and other Officers.

12 The strict information in the Exchequer and other Courts.

13 The swearing of the Masters of Ships, for exportation of monies.

14 The reformation of the overheavinesse of our pound weight Troy in the Tower.

15 The overrichnesse of our sterling standard of moneys.

16 The alteration of the proportion between Gold and Silver.

17 The making of more prices out of the pound Troy by the Sheyre.

18 The enhancing of Silver and Gold Coins in price.

19 The embasing of moneys by Alloy or Copper.

20 The use of many standards of money, and reduced to two again.

21 The increasing of coinage money to hinder the exportation.

22 The prohibition to cull out heavy pieces to melt or transport.

23 The banishing of light Spanish money, and Gold to be melted.

24 The giving more for Bullion in the Mint.

25 The prohibition for Goldsmiths to buy Gold or Bullion.

26 The making of the principal foreign Coin currant in England.

27 The binding of Merchants to bring in Bullion.

28 The prohibition to pay Gold unto Merchant strangers.

29 The prohibition to take gains upon Coins.

30 The Bullion in the Mint to be delivered by weight, to restore by tale.

31 The enhancing of Gold and undervaluing of Silver.

32 The punishment of transporters in the Star-chamber by Fines.

33 Exchange.",516,521,0,-0.25374523,-1.3671463,8.287599,8.708758,8.719734
A06786.txt,3864,price,"Hence ariseth the facility of the remedy by the reformation of the Exchange, in causing our moneys to be truly answered by Exchange, according to the very value, or above the same, which cutteth off the said gain had by the exportation of moneys, and causeth also (in effect) that the foreign coins beyond the seas are not taken in payment above their values, although they be received at a higher rate, because the commodities of the realm are sold according to the price of Exchange, which countervaileth the same according to their enhancing of coins, or embasing of the same by allay or copper.",467,472,0,-3.6221218,0.107022606,6.3567452,6.535523,6.601021
A06786.txt,3869,price,"Is it not an excellent thing, that all this can be done by the course of Exchange with great facility? and that without enhancing of our moneys at home, or meddling with the weight and fineness of the sterling standard; this is to be done only by his majesty's proclamation, according to the statut of Exchanges, Prohibiting that after three months next ensuing the same, no man shall make any Exchanges by Bills or otherwise, for moneys to be paid in foreign parts, or to be rechanged towards this realm, under the true Par, or value for value of our moneys, and the moneys of other countries in weight and fineness, but at the said rate, or above the same, as Merchants can agree by the means of Brokers, or amongst themselves, The way to restore England's wealth. but never under the said rate, which shall be declared in a pair of tables publicly to be seen upon the royal Exchange in London, according to the said proclamation: and the said tables shall be altered in price, as occasions shall be ministered beyond the seas, in the several respective places of Exchanges, either by their enhancing of moneys by valuation, or by embasing of the same by allay, as hath been noted; which by a vigilant eye may be observed, and will be a cause to make other nations more constant in the course of their moneys: and this will be executed more of course than by authority, because gain doth bear the sway and command with most men.",973,978,0,-0.3586364,-1.262342,7.1218514,8.293235,8.38075
A06786.txt,3871,price,"Besides that the takers occasions are enforced by necessity, and he can be no loser; for by direction, he will sell his commodities beyond the seas accordingly, because the price of Exchange doth still govern the sale and buying of commodities, as aforesaid.",173,178,1,-4.247615,-0.13769564,7.484815,6.7971644,6.8067994
A06786.txt,3872,price,"English Merchants being the deliverers of the moneys beyond the seas, and the price of Exchange altering there accordingly, will have the like consideration, and the Merchant Stranger will provoke him thereunto: and if there be no takers, the English Merchant may bring over the money in specie, wherein he shall become againer.",78,83,1,-3.7363822,-0.085449025,6.223651,6.152257,6.2476597
A06786.txt,3876,price,"The Turk, Persian, and Russian have herein surpassed us in true policy, by keeping the price of their Exchanges high, much above the valuation of their moneys; so that they have no trade by Exchange nor moneys, but only for commodities, whereby they prevent the overbalancing of foreign commodities with theirs, as also the exportation of their moneys; albeit the use of our commodities is in those countries very great.",87,92,1,-5.8697863,2.0262153,6.941998,5.991584,6.0306644
A06786.txt,3878,price,"The objections made by some against this sole remedy are easily to be answered, for they are grounded upon suppositions against assured experience.

1 Some make doubt that the price of Exchange being risen, there will be no takers of money, and then the deliverer is more thrust upon the exportation of moneys.

2 Others say, that those Merchants which have sold their cloth beyond the seas shall receive a loss in the making over of their moneys from thence, by delivering more there in Exchange than now they do.

3 Others say, that they shall not be able to vent their clothes according to the high Exchange, especially now that cloth is out of request; and would have the matter of reformation deferred until another time, in their opinions more commodious.",176,181,1,-4.241112,0.09978719,7.2029605,6.5773168,6.586746
A06786.txt,3882,price,"The time is also to be thought more convenient to advance a commodity, being underualued, than to do it when the price is high: for this pleurisy of the commonwealth is dangerous, and admitteth no time of curing, like the fire in a city, which permitteth not any inquiries to examine how the same began, but requireth every man's help to quench the same.",113,118,0,-4.2969637,1.1923308,8.20701,8.31142,8.327614
A06786.txt,3890,price,"Thus the account is made even between them: but by these means the kingdom is deprived of the 1000 ll of the Merchant's money sent to Amsterdam, which doth not only procure want of our moneys, but causeth also the native commodities to be undersold, and the foreign commodities to be advanced in price beyond the seas by plenty of money there, and hindereth the importation of bullion.",296,301,0,0.0707175,-1.4265798,7.284938,7.917534,7.9927306
