doc_id,sentence_id,matched_form,context,start_char,end_char,cluster,umap1,umap2,dist_to_cluster_0,dist_to_cluster_1,dist_to_cluster_2
A06788.txt,254,price,"Now as the effects of all Monopolies is to make the price of Commodities dear: so must the price of things in this regard be considered between our home Commodities, & the price of foreign: which if we will but examine within the compass of 50 years, that our moneys have been without alteration, as is before expressed: we shall easily procure the great error or malice of those that do accuse the company of Merchant's adventurers to be a Monopoly; which false imputation may be reproved by by this only, that all foreign Commodities are dearer than our home Commodities: which are not risen in price accordingly, & yet of late years are for the most part amended in the making & the other impaired: and one sort of cloth is sold at one time beyond the seas by 2, 3, 4, or more pounds differing in a pack one from another: neither have the merchant's adventurers the trade of cloth only in their own hands.",597,602,1,0.052538007,-1.601499,7.966678,7.874038,7.8502026
A06788.txt,263,price,"But let us admit, that our cloth would be advanced in price, when men should (by multitudes) run to the markets, or into the country in all places to buy it: what would be the event of it?",54,59,0,0.14352687,-1.353288,6.7391906,7.260604,7.2819858
A06788.txt,536,price,"Our wax is also better than that of Moscovia and the East countries: and this being a commodity had with little labour, and without the use of much ground, and of late years advanced in price; we would exhort many to practise the having thereof, in regard both of the honey and wax, the rather for that the making of Bees of a Heighfer is natural.",186,191,0,0.17040323,-1.3607596,7.254785,7.8291993,7.8438897
A06788.txt,540,price,"At which time the bale of Venice fustians was sold for 18 pound: of horn fustians 15 pound: the best black Satin 6 shillings the yard: colour Damask and Satin 5 shillings: Bolonia Sarsenet 20 pence the yard: all by retail; millian fustians 18 and 19 shillings the piece: Messina silk 8 shillings the pound: unwatred Chamblet 13 shillings the piece, and all other Italian wares accordingly; which (although they are now more used then in those days) cannot countervail the difference in price being compared together, because that the making thereof in Italy and France is also much more increased, and on the contrary the making of cloth much diminished since that time.",486,491,0,-0.20701393,-0.8100135,8.438048,8.943122,8.943549
A06788.txt,548,price,"Wherefore let us now consider of the causes of this dearth of foreign commodities over and above the price of our home commodities, which maketh us to give the treasure of the realm to boot, by advancing the price of the one, and abating the price of the other: which might be attributed to the ignorance of permutation of commodities for commodities, if money did not rule the price of commodities; and the course of exchange for money, did not overrule the property of money: wherefore let us note the causes, which are declared in the treatise of the Canker of England's Common wealth: where we may see that our home Commodities are abated in price four manner of ways.",646,651,1,-0.12381869,-1.7354586,8.287895,8.2578945,8.248136
A06788.txt,549,price,Foreign Commodities on the contrary are advanced in price four manner of ways.,52,57,1,-0.4764279,-1.5835462,8.365422,8.188315,8.187105
A06788.txt,557,price,"The lord of the other Island perceiving this breach doth dissemble the matter, & knowing that by these means he is bereaved of a great part of his ready money, and therewithal, that the Commodities which he was wont to have of you, are become dearer; and that on the contrary the price of his Commodities is abated through scarcity of money: he deviseth a course to draw the money out of your Island, and to advance the price of his Commodities: you thereupon make a law, that no ready money shall be transported: but you are contented to admit an exchange for money on both sides, grounded upon the weight and fineness of his money and yours, and according to the valuation to nominate the same; and thereby to make return of each others Commodities, which exchange in nature of trade you suffer to rise and fall in price according to plenty and scarcity of money.",817,822,0,-0.14558499,-1.2988882,7.306709,7.8104773,7.837109
A06788.txt,669,price,"For we have amply declared and proved, that when the exchange doth fall or rise in price, the same being either high or low; it turneth every way to the loss of the Realm, both for the price of our home Commodities, and the transportation of our moneys, and by advancing the price of foreign Commodities, causing an overbalancing in nature before alleged: which to supply, draweth or expelleth our treasure.",83,88,1,-0.1847105,-1.1943794,6.2685537,6.217244,6.217081
A06788.txt,678,price,"The Banker doth make the price of exchanges with the correspondency of others Banks elsewhere, at his pleasure or most advantage: the Exchanger can have no correspondency with other Banks; for he is limited how to deal at a certainty in price by exchange, and therefore must have his factors or servants at his own charges in the places of traffic.",237,242,0,-0.35626584,-1.1514188,8.520919,8.8891325,8.871374
A06789.txt,53,price,"For example let five of these Reals of 8. be bought here for An imaginary gain made Real of our own means. 22. shillings Starlin, and be transported into Holland, and there buy commodities with the same, according as the price of them, is enhanced there; no man maketh any doubt, but that the said Commodities are also raised in price, according to the money enhanced.",329,334,0,-0.114323504,-1.5813359,6.565152,6.958599,6.9623885
A06789.txt,70,price,"And if you undervalue the same, The exchange in like manner doth fall in price.",73,78,0,-0.29033887,-1.3289435,7.7185836,8.213715,8.215073
A06789.txt,75,price,"In like manner if you Cry ●…wne moneys beyond the Seas, Th' exchange ●…ll alter in price accordingly: and if you Cry ●…wne moneys here, or undervalue them by ●…me, Th' exchange ought to Rule and to make ●…e denomination accordingly in price, and still ●…maineth Predominant over moneys and com●…odities.",83,88,0,-0.26603162,-1.3117009,7.9323764,8.381605,8.363366
A06789.txt,75,price,"In like manner if you Cry ●…wne moneys beyond the Seas, Th' exchange ●…ll alter in price accordingly: and if you Cry ●…wne moneys here, or undervalue them by ●…me, Th' exchange ought to Rule and to make ●…e denomination accordingly in price, and still ●…maineth Predominant over moneys and com●…odities.",235,240,0,-0.26496175,-1.4724535,7.470138,8.071884,8.0686655
A06789.txt,109,price,"The third Cause of the Want of Money's 〈◊〉 The third cause the consumption of foreign wares England, is the Consumption of foreign Commodities, which I have always called, The 〈◊〉 verballancing of those Commodities, with the native Commodities of the Kingdom, in Price ▪ and not so much in the quantity.",263,268,0,-0.43280196,-1.4327819,6.411036,7.170632,7.2198353
A06789.txt,119,price,"Moneys remaining hereby plentiful beyond the Seas, the rather for that they make Bills obligatory, serve as ready Money, which they Transfer and set over between man and man for the payment of Moneys or Wares ▪ causeth there a lively course of Trade, whereby their Commodities are advanced in price & sale, neither are they compelled to sell them, but at their price, because they find money at interest at 5. and 6. in the hundred.",293,298,0,-0.297104,-1.6454114,7.044468,7.6404347,7.676945
A06789.txt,122,price,"For the Commodities beyond the Seas, are ●…n the hands of them that make sale of them, upon a certain price (as it were) at their pleasure, having Plenty of money, and at cheap Rate at interest, whereas also they have no man ●…o undersell them, here and there, as our Merchants Our Commodities fallen overmuch in price. do our Commodities, which (without all comparison:) are far much fallen in price, ●…hen the foreign Commodities now somewhat ●…bated in price.",313,318,0,-0.039514825,-1.7468295,7.491023,7.5728006,7.577772
A06789.txt,122,price,"For the Commodities beyond the Seas, are ●…n the hands of them that make sale of them, upon a certain price (as it were) at their pleasure, having Plenty of money, and at cheap Rate at interest, whereas also they have no man ●…o undersell them, here and there, as our Merchants Our Commodities fallen overmuch in price. do our Commodities, which (without all comparison:) are far much fallen in price, ●…hen the foreign Commodities now somewhat ●…bated in price.",395,400,0,0.005088219,-1.7942119,7.715418,7.9144363,7.9340854
A06789.txt,122,price,"For the Commodities beyond the Seas, are ●…n the hands of them that make sale of them, upon a certain price (as it were) at their pleasure, having Plenty of money, and at cheap Rate at interest, whereas also they have no man ●…o undersell them, here and there, as our Merchants Our Commodities fallen overmuch in price. do our Commodities, which (without all comparison:) are far much fallen in price, ●…hen the foreign Commodities now somewhat ●…bated in price.",456,461,0,-0.06283691,-1.7802407,7.406551,7.586277,7.605237
A06789.txt,169,price,"And as the sai●… Doller did enhance in price: so did they coy●… new Stivers accordingly, sometimes lighte●… weight, and at other times embased by Alloy 〈◊〉 Copper.",39,44,0,0.04316831,-1.1690234,8.161106,8.962402,8.96844
A06789.txt,233,price,"First, that other Nations (buying heretofore The advantage of our Merchants in the sale of Clothes. our Clothes when they were sold dearer, by the one half in price than they be now) did never complain that the Clothes were sold too dear, but they did always complain of the false making of our Cloth.",159,164,0,0.11790148,-1.381249,7.294329,8.142798,8.142304
A06789.txt,317,price,"But let us admit, that our Cloth would be advanced in price, when men (should by multitudes) run to the markets, or into the country in all places to buy it: what would be the event of it?",54,59,0,0.1471349,-1.3357078,6.6942067,7.2337303,7.2558074
A06789.txt,354,price,"To undersell our Clothes so much in price, that in comparison of the Cloth made beyond the Seas, the Drapery there be given over, without regard had, how to Return some money and Bullion, but by transferring of their Bills of debt for foreign Commodities, to over-lade the Kingdom with them at dear Rates, according to the enhancing of their Coins; all which may prove beneficial to them in particular, but wonderful prejudicial to the whole Kingdom.",36,41,0,0.14659931,-1.2887045,7.360287,8.237897,8.2883005
A06789.txt,377,price,"The enhancing of Silver and Gold Coins in price.

19 The embasing of money by Alloy of Copper.

20.",42,47,0,-0.33634815,-1.2503642,8.476567,8.964482,9.0185995
A06789.txt,409,price,"England's wealth. according to the Statutes of exchanges, prohibiting that after three months next ensuing the same, no man shall make any exchanges by Bills or otherwise, for moneys to be paid in foreign parts, or to be rechanged towards this Realm under the true Par, or value for value of our moneys, and the moneys of other Countries in weight and fineness, but at the said Rate, or above the same, as Merchants can agree, but never under the said Rate: which shall be declared in a pair of Tables publicly to be seen upon the Royal Exchange in London, according to the said Proclamation, and the said Table shall be altered in price, as occasions shall be ministered beyond the Seas, in the general Respective places of exchanges, either by their enhancing of moneys by valuation, or by embasing of the same by Alloy; which by a vigilant eye may be observed, and will be a cause to make other Nations more constant in the course of their moneys.",632,637,0,-0.260366,-1.2869613,7.4470267,8.446757,8.481044
A06789.txt,450,price,"Thus the account between them is made even; but by these means, the Kingdom is deprived of the 1000, lib. of the Merchant's money sent to Amsterdam, which doth not only procure the want of money in England, whereof every man hath a feeling to his loss: but also it causeth the native Commodities to be undersold, and the foreign Commodities to be advanced in price beyond the Seas, by plenty of money; and hindereth the importation of money and Bullion, as aforesaid.",359,364,0,0.17649078,-1.3413793,7.2564464,7.8384185,7.9185123
A06791.txt,24,price,"Some perceiving the foreign commodities of late years to be more risen in price then our home commodities, did attribute the same to the under valuation of our money in regard of the moneys of other countries, and would have had our moneys enhanced, wherein they were so far from the mark, that if our coins were enhanced: all the foreign commodities and our home commodities would be enhanced in price accordingly: and the foreign commodities most of all by the course of things as they are now used.",74,79,1,-0.075975135,-1.7024616,8.565557,8.092237,8.079806
A06791.txt,24,price,"Some perceiving the foreign commodities of late years to be more risen in price then our home commodities, did attribute the same to the under valuation of our money in regard of the moneys of other countries, and would have had our moneys enhanced, wherein they were so far from the mark, that if our coins were enhanced: all the foreign commodities and our home commodities would be enhanced in price accordingly: and the foreign commodities most of all by the course of things as they are now used.",397,402,1,-0.06933734,-1.6790607,7.876052,7.8446927,7.8578596
A06791.txt,39,price,"This course of exchange being abused, and of late years become as it were a trade 〈◊〉 rising and falling in price, according to plenty or scarcity of money, and in regard of discrepance and distance of time and place, is become predominant or doth overrule the course of commodities and money, and is the very efficient cause of this overbalancing of commodities before spoken of, and consequently of the decrease of our wealth, & exportation of our moneys, as by demonstrative reasons shall be proved hereafter: which efficient cause being taken away by the remedy hereafter declared, will make the effects to cease, and these general benefits will ensue.",108,113,0,-0.20041737,-1.2079792,7.121271,7.3684497,7.4121633
A06791.txt,42,price,The commodities of the Realm shall be advanced in sale and price.,59,64,0,-0.26444706,-1.6449989,7.0961027,7.318434,7.3232446
A06791.txt,174,price,"In Poland, Lituania, Prussia, & other country's adjacent, when they abound with corn, money is very scarce, and the price of corn thereby much abated, at which time they will either tolerate or proclaim the moneys to be enhanced in price, and moreover the same to be delivered at interest after 15. 20. and sometimes 25. upon the hundredth for a time, presently great store of ready money cometh from all places thither, which maketh the price of corn to rise, the money also being risen to a great value: and yet our English commodities do rather fall with them in price, or remain unsold, the moneys being transported thither only for the employment of corn.",232,237,0,-0.04267035,-1.4974189,6.965988,7.305734,7.2968783
A06791.txt,174,price,"In Poland, Lituania, Prussia, & other country's adjacent, when they abound with corn, money is very scarce, and the price of corn thereby much abated, at which time they will either tolerate or proclaim the moneys to be enhanced in price, and moreover the same to be delivered at interest after 15. 20. and sometimes 25. upon the hundredth for a time, presently great store of ready money cometh from all places thither, which maketh the price of corn to rise, the money also being risen to a great value: and yet our English commodities do rather fall with them in price, or remain unsold, the moneys being transported thither only for the employment of corn.",566,571,0,0.0044005844,-1.7770752,7.953662,8.207845,8.244297
A06791.txt,182,price,"And we have no ordinary exchange with them, especially our ships requiring still their lading homewards, whereby their commodities do stand us in more than otherwise they should: and so much are the gains the greater, which are procured upon the said commodities, by how much our home commodities are sold too good cheap, which partly are abated in price by such kerseys, cloth, and other commodities, as some of our merchant's adventurers sell with a small gain into other places, from whence they are carried into Turkey by the way of Venice, which is prejudicial to the realm.",349,354,0,0.11372349,-1.3330727,6.938501,7.7575755,7.8065443
A06791.txt,207,price,"So that the effect of it is like unto the barter of two merchants, the one delivering commodity and money, and the other commodities only: he that delivereth commodities only, doth overset the same in price, and the other that delivereth commodities and money doth overset his commodities also somewhat accordingly: but doth not consider that he cannot overset his money: whereby it cometh to pass, that he hath foreign commodities at a dear rate for his home commodities and money: yet because he findeth through the excessive use of those foreign commodities present sale with a reasonable gain, he thinketh to have made a very good match: whereas by his means the Realm is not only deprived of the ready money, but sustained a great loss beside, in paying too dear for those commodities, as we may easily perceive, if we do consider both the prices of the above named foreign commodities, and our home commodities altered within these fifty years.",201,206,0,-0.04316986,-1.4333533,6.892128,7.511722,7.536599
A06791.txt,226,price,"But I pray you to what purpose would this be, and that your exchange grounded thereupon should be made accordingly, if you would suffer the price thereof to rise and fall, to the great prejudice of the realm, as before is alleged: which being reform, will be the only way of preservation and augmentation of the wealth of the realm, and a great qualification of the things above mentioned, by bringing plenty of money within the realm, and staying that which will further pass, whereby our home commodities will be advanced in price, which will increase the quantity of them, and set not only more people on work to make our home commodities, but also other commodities now imported, having within the realm fit matter or stuff thereunto.",527,532,0,-0.037962113,-1.6388178,6.4548717,6.7496753,6.783729
A06791.txt,233,price,"All which notwithstanding, and as it were in derogation of the credit of experience: yet some men will attribute the cause of transportation to the fineness or under valuation of our moneys, and would have our moneys enhanced in price, or embaced by allay, without that they have any consideration, that in some sort our exchange shall be made accordingly, and that the matter would remain still in substance, although it were altered in name, whereof the base moneys daily exported out of France, and the enhancing of moneys in Turkey, and Barbary, do give us an instance.",229,234,0,1.4182554e-05,-1.4171612,6.835427,7.6849484,7.736631
A06791.txt,235,price,"Having found out the efficient cause, the remedy is easy, and most commonly great matters are cured by easy remedies: And by that which hath been said, every man of judgement may easily gather, that the exchange for all places ought to be kept at a certainty in price, according to value for value; and that according to the value of our money, and the toleration of the price of the money in each country, where we find that a certain proportion is observed from time to time, to which end there must be a vigilant eye for the observation thereof upon all alterations, and to make our price of exchange accordingly, both for the gold and silver, either in advancing our gold and making the porportion to be between the gold and silver 12. to 1. or else making the price of exchange according to the gold.",262,267,0,-0.16096072,-1.2780371,7.1324716,7.523102,7.5207763
A07594__Circle_of_Commerce.txt,183,price,"For it is not the rate of Exchange, whether it be higher or lower, that maketh the price of Comodities deare or cheape, as Malynes would here inferre; but it is the plenty or ſcarcitie of of Commodities, their vſe or Non-vſe, that maketh them riſe and fall in price.",260,265,0,-0.2831126,-1.4330308,6.7227736,7.131468,7.139835
A07594__Circle_of_Commerce.txt,210,price,"For example, let 5. of theſe Reals of 8. bee bought heere for 22. ſh. ſterling, and bee tranſported into Holland, and there buy Commodities with the ſame, according as the price of them is inhanſed there; no man maketh any doubt, but that the ſayd Commodities are alſo rayſed in price, according to the money inhanſed.",279,284,0,-0.37439704,-1.6285678,6.955362,7.4815507,7.4848223
A07594__Circle_of_Commerce.txt,212,price,"IF this were true, that the Commodities in Holland were rayſed in price according to the value of the money;§. 12. yet this is no anſwer to the carrying out of his Maieſties Coyne.",66,71,0,-0.32943738,-1.3424008,5.820533,6.693518,6.768588
A07594__Circle_of_Commerce.txt,216,price,"For the Exchange came then at 33. ſh. 4. d. from thence, which is a very low Exchange; and the Commodities of Holland were alſo low in price.",135,140,0,-0.35866046,-1.3735012,5.992354,6.718243,6.728147
A07886.txt,105,price,"I am sure, the East-India Company finds it not; for whereas they do only buy their provisions in Hampshire, The East-India Trade hath not endeared the materials which serve to make Ships Essex, Kent, and Berkshire, in all which places they now may have both Timber, Planks, Sheathing boards, Trenalls, and the like, both for goodness and price, as cheap (yea better cheap) than they have been this fifteen years; and likewise in all that course of time their Books do plainly show that those wares have never varied much; for if they have risen any small matter in one year they have fallen as much the next.",338,343,0,0.11694528,-1.4946909,8.766958,9.816178,9.827913
A07886.txt,177,price,"For, it is an undoubted truth, that in those days we often paid 6. shillings or more for a pound of Pepper, and seldom or never less then three shillings and six pence the pound; whereas since the Trade hath come directly from the Indies, it hath been bought commonly at several prices between 16. pence and two shillings the pound; but I will make the difference of price appear more plainly by setting down the quantities of Spices and Indigo, which are yearly spent in the Realm of England, together with the lowest prices, which they were wont to sell at, when we brought them from Turkey and Lixborne; and the like concerning their usual prices now that we bring them from the East Indies directly; And first as from Turkey.",367,372,0,-0.30578482,-0.835462,7.1613226,7.7495856,7.7296762
A32827.txt,381,price,"First, If this be not done, the Danes, swedes and Easterlings will certainly in a few Years carry the whole Trade, by reason of the difference of the charge of building a Ship fit for that Trade there or here, viz. a Flyboat of 300 Tuns new built, and set to Sea for such a Voyage, may cost there 13 or 1400 l. which here would cost from 22 to 2400 l. which is so vast a disproportion, that it is impossible for an English man to cope with a Dane in that Navigation under such a discouragement; to balance which there is nothing but the Stranger's duty which the Dane now pays, which may come to 5 or 6 l per Ship per Voyage at most, one with another, which is incompitable with the difference of Price between the first cost of the Ships in either Nation: And this is so evident to those who are conversant in those Trades, that besides the decrease of our Shipping and increase of theirs that hath already happened, ours in probability had been wholly beaten out of the Trade, and only Danes and Easterlings freighted, had we been necessitated to build English Ships, and had not been recruited on moderate Prices by Fly-boats (being Ships proper for this Trade) taken in the late Dutch War, and by a further supply of Scotch Prizes likewise, through his Majesty's permission and indulgence.",697,702,0,-0.32054994,-0.90723735,7.5731297,8.576877,8.585542
A32827.txt,569,price,"The Trade for Cannary-Wines, I take to be a most pernicious Trade to England, because those Islands consume very little of our Manufactures, Fish, or other English Commodities; neither do they furnish us with any Commodities to be further Manufactured here, or re-Exported, the Wines we bring from thence being for the most part purchased with ready Money; so that to my apprehension, something is necessary to be done to compel those Islanders to spend more of our English Commodities, and to sell their Wines cheaper, (which every Year they advance in Price) or else to lessen the Consumption of them in England.",554,559,0,0.1592088,-1.5246345,9.186276,9.326418,9.329053
A32827.txt,658,price,"That hitherto they have not hurt us, but we them, is most apparent, for in my time we have beat their Muscovado and Paneal Sugars quite out of use in England, and their Whites we have brought down in all these Parts of Europe in price, from seven and eight pounds per l. to fifty Shillings and three Pounds per l. and in quantity; whereas formerly their Brazeil-Fleets consisted of One hundred, to One hundred and twenty thousand Chests of Sugar, they are now reduced to about Thirty thousand Chests, since the great increase of Barbadoes.",229,234,0,0.2594188,-1.2883883,8.137098,8.9690895,9.014082
A32833.txt,378,price,"First, If this be not done, the Danes, swedes and Easterlings will certainly in a few Years carry the whole Trade, by reason of the difference of the charge of building a Ship fit for that Trade there or here, viz. a flyboat of 300 Tuns new built, and set to Sea for such a Voyage, may cost there 13 or 1400 l. which here would cost from 22 to 2400 l. which is so vast a disproportion, that it is impossible for an English man to cope with a Dane in that Navigation under such a discouragement; to balance which there is nothing but the Stranger's duty which the Dane now pays, which may come to 5 or 6 l per Ship per Voyage at most, one with another, which is incompitable with the difference of Price between the first cost of the Ships in either Nation: And this is so evident to those who are conversant in those Trades, that besides the decrease of our Shiping and increase of theirs that hath already happened, ours in probability had bee● wholy beaten out of the Trade, and only Danes and Easterlings freighted, had we been necessitated to build English Ships, and had not been recruited on moderate Prices by Fly-boats (being Ships proper for this Trade) taken in the late Dutch War, and by a further supply of Scotch Prizes likewise, through his majesty's permission and indulgence.",697,702,0,-0.31761852,-0.8969661,7.510207,8.48946,8.497146
A32833.txt,563,price,"The Trade for Cannary-Wines, I take to be a most pernicious Trade to England, because those Island ▪ consume very little of our Manufactures, Fish, or other English Commodities; neither do they furnish us with any Commodities to be further Manufactured here, or re-Exported, the Wines we bring from thence being for the most part purchased with ready Money; so that to my apprehension, something is necessary to be done to compel those Islanders to spend more of our English Commodities, and to sell their Wines cheaper, (which every Year they advance in Price) or else to lessen the Consumption of them in England.",555,560,0,0.16041602,-1.5403712,9.398398,9.502136,9.5043955
A32833.txt,659,price,"That hitherto they have not hurt us, but we them, is most apparent, for in my time we have beat their Muscovado and Paneal Sugars quite out of use in England, and their Whites we have brought down in all these Parts of Europe in price, from seven and eight pounds per l. to fifty Shillings and three Pounds per. l. and in quantity; whereas formerly their Brazeil-Fleets consisted of One hundred, to One hundred and twenty thousand Chests of Sugar, they are now reduced to about Thirty thousand Chests, since the great increase of Barbadoes.",229,234,0,0.26946613,-1.2378525,8.107538,8.913326,8.9579
A32839.txt,125,price,"But in fact, the Company hath now stood Five or six years since that time, and much augmented their trade for India, but Wool is advanced in price above 50 per Cent: and such a trade there is and hath been for woollen Manufactures, as England never see in any former Age. 2.",141,146,0,0.20269793,-1.1756749,7.8718815,8.289146,8.303397
A69858.txt,66,price,"But in fact, the Company hath now stood five or six Years since that time, and much augmented their Trade for India, but Wool is advanced in price above 50 per centum, and there hath been such a trade for Woollen Manufactures, as England never saw in any former age. 2.",141,146,0,0.22555241,-1.1720526,7.9414697,8.39382,8.395798
B14801__Free_Trade.txt,106,price,"For as those wares haue cost lesse in Price, since some late discoueries; so are they encreased in their Quantities, by the ample trade of all parts of Christendome thither, more then before: and then who knoweth not that a Lesse quantity Deare, and a Greater quantity Cheape, is all one in respect of the value.",38,43,0,0.116629995,-1.2145865,6.7801,7.8758717,7.9152946
wealth.txt,554,price,"But when, under all those occasional fluctuations, the market price
      either of gold or silver bullion continues for several years together
      steadily and constantly, either more or less above, or more or less below
      the mint price, we may be assured that this steady and constant, either
      superiority or inferiority of price, is the effect of something in the
      state of the coin, which, at that time, renders a certain quantity of coin
      either of more value or of less value than the precise quantity of bullion
      which it ought to contain.",338,343,1,-0.2022711,-1.0207212,7.4921875,7.292421,7.264551
wealth.txt,2825,price,"If, notwithstanding a great rise in
      the price, it still continues to prevail through a considerable part of
      the country, it is owing in many places, no doubt, to ignorance and
      attachment to old customs, but, in most places, to the unavoidable
      obstructions which the natural course of things opposes to the immediate
      or speedy establishment of a better system: first, to the poverty of the
      tenants, to their not having yet had time to acquire a stock of cattle
      sufficient to cultivate their lands more completely, the same rise of
      price, which would render it advantageous for them to maintain a greater
      stock, rendering it more difficult for them to acquire it; and, secondly,
      to their not having yet had time to put their lands in condition to
      maintain this greater stock properly, supposing they were capable of
      acquiring it.",578,583,0,-0.08060955,-1.7662995,7.472546,7.807666,7.7792687
